train_loss,train_acc,train_f1_macro,dev_loss,dev_acc,dev_f1_macro
1.9396721117424243,19.848484848484848,0.13835739824584833,1.9323009933744157,22.857142857142858,0.1415988093539114
1.9253876657196969,22.424242424242426,0.181871865543806,1.9160685164587838,28.571428571428573,0.18552299800017388
1.9120783025568182,25.0,0.19639015268061216,1.9033571345465523,25.0,0.1451926772388871
1.883725437973485,28.333333333333332,0.2117761141918104,1.875722919191633,32.857142857142854,0.2514121224079879
1.8577710700757575,32.57575757575758,0.23730367938894398,1.8447972093309675,27.142857142857142,0.19612342544673372
1.6557952880859375,34.39393939393939,0.2862700490346156,1.3803734498364584,39.285714285714285,0.31602180630714355
1.2545729666045218,44.09090909090909,0.41415711697978314,1.364787290777479,45.0,0.3228930342822708
1.0482594923539594,53.18181818181818,0.48375442969715815,1.0633127093315125,58.57142857142857,0.5562557140021929
0.9183540806625828,58.93939393939394,0.5624279996197684,1.385671022960118,42.857142857142854,0.4001568643181385
0.8186042727846088,64.24242424242425,0.6278729531622924,0.7947211538042341,68.57142857142857,0.6383580535081529
0.7152354132045399,67.42424242424242,0.6551023140693922,0.7463289414133344,68.57142857142857,0.6702003282885636
0.6145593166351319,71.06060606060606,0.7014881438465383,0.6826571196317672,76.42857142857143,0.7479986726032877
0.5557837197274873,75.9090909090909,0.7462714854699206,0.6204991372036083,74.28571428571429,0.7277368908207291
0.491833259120132,77.42424242424242,0.7654026491784355,0.634200397346701,77.14285714285714,0.75663222488647
0.4768906477725867,77.42424242424242,0.7653010364441079,0.6147368275693484,74.28571428571429,0.7304137276273499
0.4097229632464322,83.48484848484848,0.8312011287024687,0.6005436118026929,78.57142857142857,0.77936322192311
0.3247824397954074,87.12121212121212,0.8687411214210464,0.7892537011631897,75.0,0.7403525239762174
0.35929770252921367,87.27272727272727,0.869004087044046,0.747597881326718,76.42857142857143,0.7569776223930152
0.2814332391276504,90.60606060606061,0.9035226228593876,0.6983905347729368,77.85714285714286,0.7700807732029785
0.1873010100740375,94.39393939393939,0.9433256248553589,0.7369512451812625,81.42857142857143,0.8005320203648152
