train_loss,train_acc,train_f1_macro,dev_loss,dev_acc,dev_f1_macro
1.9407152580492424,16.21212121212121,0.10859597587740469,1.9235188484191894,22.142857142857142,0.13183013356543613
1.8106328790838069,27.727272727272727,0.1978902899361332,1.594995106969561,31.428571428571427,0.2301325890421635
1.5085590015758168,34.696969696969695,0.30712490587686087,1.284367287158966,46.42857142857143,0.35353754772359425
1.2670416803070994,46.666666666666664,0.41573874194176025,1.178425577708653,47.857142857142854,0.4128454412067857
1.1137125564344001,51.21212121212121,0.46427002930536737,1.0935121587344578,52.142857142857146,0.4766025312726175
1.0396702332930132,51.666666666666664,0.4817292504852718,1.0923567754881722,52.142857142857146,0.4575681445518742
1.0132628643151484,55.45454545454545,0.5333618293804412,1.08820065004485,55.714285714285715,0.5315565743205495
0.9654597398006555,54.39393939393939,0.5174878238067552,1.032156835283552,52.857142857142854,0.49291531215306167
0.9203001058462894,62.121212121212125,0.6061869612567051,1.0110406730856214,55.714285714285715,0.5060689278986344
0.8539986379218824,62.27272727272727,0.596506465185015,0.9963223227432796,57.142857142857146,0.5658757945834522
0.8373856219378385,66.06060606060606,0.6480559120616748,0.9551191815308162,55.714285714285715,0.5289956018679424
0.7831091844674313,65.15151515151516,0.637771400734643,0.9769529159579958,57.857142857142854,0.5718997423441315
0.7478998493064534,65.9090909090909,0.6491651309952772,0.9919668243798826,57.857142857142854,0.5677556283626928
0.7100539527156137,70.3030303030303,0.6928841557255055,0.9663134110825402,63.57142857142857,0.6266556766950158
0.6879789486075892,70.15151515151516,0.6932751697014988,0.9125207726444516,62.142857142857146,0.6149818022612786
0.6123144337625215,75.60606060606061,0.7473156382603856,0.9899021936314446,62.857142857142854,0.6230353768192979
0.5821190483642347,76.36363636363636,0.755824637793995,1.041775689806257,59.285714285714285,0.5839835613321066
0.5247676441163728,78.78787878787878,0.7821845900692385,1.005436494733606,63.57142857142857,0.6188561653677933
0.4875278140559341,80.45454545454545,0.7987632806758133,0.9323782538729054,65.71428571428571,0.6465993697270364
0.44707408746083577,84.24242424242425,0.8368724261274518,0.997742623090744,65.0,0.6427413671599718
